Number,Date,City,State,Latitude,Longitude,Count
1844,04/30/24,Malvern,IA,41,-95.6,1
1845,04/30/24,Olathe,KS,38.9,-95,2
1846,04/30/24,Tuscola,IL,39.8,-88.3,1
1847,04/30/24,Killeen,TX,31,-97.8,2
1848,04/30/24,Ashland,NE,41,-96.4,1
1849,04/30/24,Chicago,IL,41.9,-87.6,0
1850,04/30/24,Vittoria,ON,42.7,-80.3,1
1851,04/30/24,Grand Rapids,MI,43,-85.7,1
1852,04/30/24,Windsor,ON,42.3,-83.1,1
1853,04/30/24,Fort Leavenworth,KS,39.4,-94.9,1
1854,04/30/24,KCMO,MO,39.2,-94.7,1
1855,04/30/24,Wooddale Farms,MD,39.6,-76.6,1
1856,04/30/24,Leshara,NE,41.3,-96.5,1
1857,04/29/24,Aurora,IL,41.7,-88.3,1
1858,04/29/24,Catonsville,MD,39.3,-76.8,1
1859,04/29/24,Washington Township,NJ,39.7,-75.1,1
1860,04/29/24,Springfield,MO,37.2,-93.2,1
1861,04/29/24,Lexington,KY,37.9,-84.4,1
1862,04/29/24,Aurora,IL,41.7,-88.3,1
1863,04/29/24,Catonsville,MD,39.3,-76.8,1
1864,04/29/24,Reston,VA,38.9,-77.3,1
1865,04/29/24,Wamego,KS,39.3,-96.3,1
1866,04/29/24,Leander,TX,30.6,-97.9,1
1867,04/29/24,Aurora,IL,41.7,-88.3,1
1868,04/29/24,Pacific Junction,IA,41.1,-95.8,0
1869,04/29/24,Oak Creek,WI,42.9,-87.8,1
1870,04/29/24,Macon,MO,39.8,-92.5,1
1871,04/29/24,Morton,IL,40.6,-89.4,1
1872,04/29/24,Lexington,KY,37.9,-84.4,1
1873,04/29/24,Hilton Head Island,SC,32.1,-80.8,1
1874,04/29/24,Pekin,IL,40.6,-89.6,1
1875,04/29/24,Oskaloosa,IA,41.3,-92.6,1
1876,04/29/24,Leamington,ON,41.9,-82.5,1
1877,04/28/24,Ridgewood,NJ,41,-74.1,1
1878,04/27/24,Ooltewah,TN,35.2,-85,1
1879,04/26/24,Lawrence,KS,39.1,-95.2,1
1880,04/26/24,Overland Park,KS,39,-94.7,1
1881,04/26/24,Iowa,LA,30.2,-93,1
1882,04/26/24,Kenansville,NC,35,-77.9,1
1883,04/26/24,Kenansville,NC,35,-77.9,1
1884,04/25/24,CaserÃ­o la Gironda,AN,37.2,-5.6,1
1885,04/25/24,New Orleans,LA,29.9,-90.1,1
1886,04/25/24,Old Fort,NC,35.6,-82.2,1
1887,04/25/24,Avondale Estates,GA,33.8,-84.3,1
1888,04/25/24,Plano,TX,33,-96.7,1
1889,04/24/24,Grove,OK,36.7,-94.8,0
1890,04/24/24,Los Angeles,CA,34.1,-118.2,2
1891,04/24/24,Monmouth Beach,NJ,40.3,-74,2
1892,04/23/24,Wichita,KS,37.7,-97.3,1
1893,04/23/24,Wake Forest,NC,36,-78.6,2
1894,04/22/24,Atlanta,GA,33.9,-84.2,1
1895,04/22/24,Georgetown,TX,30.7,-97.7,1
1896,04/22/24,Columbia,IL,38.4,-90.2,1
1897,04/21/24,New Hanover,IL,38.4,-90.2,1
1898,04/21/24,Pawnee,OK,36.3,-96.8,1
1899,04/21/24,Pawnee,OK,36.3,-96.8,1
1900,04/21/24,Tulsa,OK,36.1,-96,1
1901,04/20/24,Chapel Hill,NC,36,-79.1,1
1902,04/20/24,Chapel Hill,NC,36,-79.1,1
1903,04/19/24,Corpus Christi,TX,27.7,-97.4,1
1904,04/19/24,Sand Springs,OK,36.1,-96.3,1
1905,04/19/24,Pinopolis,SC,33.2,-80.1,1
1906,04/19/24,Houston,TX,29.8,-95.6,1
1907,04/18/24,Conway,AR,35.1,-92.4,1
1908,04/18/24,Norfolk,VA,36.9,-76.2,1
1909,04/18/24,Sachse,TX,33,-96.6,1
1910,04/18/24,Camp Lejeune,NC,34.7,-77.3,1
1911,04/18/24,Roswell,GA,34,-84.3,1
1912,04/18/24,DeLand,FL,29,-81.3,2
1913,04/16/24,Tulsa,OK,36.1,-95.9,1
1914,04/16/24,Tulsa,OK,36.1,-96,1
1915,04/16/24,Satellite Beach,FL,28.2,-80.6,1
1916,04/16/24,Fairview,OK,36.4,-98.6,1
1917,04/16/24,Gainesville,GA,34.4,-83.8,1
1918,04/16/24,Tulsa,OK,36.1,-95.9,1
1919,04/16/24,Shelby,NC,35.3,-81.5,1
1920,04/16/24,Midwest City,OK,35.5,-97.4,1
1921,04/15/24,Nevada,MO,37.9,-94.4,1
1922,04/15/24,Hesston,KS,38.1,-97.4,1
1923,04/15/24,Dublin,TX,32.1,-98.4,1
1924,04/15/24,Buford,GA,34.1,-84,1
1925,04/15/24,Victoria,TX,28.8,-97,2
1926,04/15/24,Dublin,TX,32.1,-98.4,1
1927,04/15/24,Marshall,VA,38.8,-77.9,2
1928,04/15/24,Kenly,NC,35.6,-78.2,1
1929,04/15/24,Rocky Mount,NC,36,-77.7,1
1930,04/15/24,Kilmarnock,VA,37.8,-76.4,1
1931,04/15/24,St Helena Island,SC,32.4,-80.6,1
1932,04/14/24,Oklahoma City,OK,35.5,-97.6,1
1933,04/14/24,Richlands,NC,34.9,-77.6,1
1934,04/14/24,Calhoun,GA,34.4,-85,1
1935,04/14/24,Virginia Beach,VA,36.8,-76.1,1
1936,04/14/24,Virginia Beach,VA,36.8,-76.1,1
1937,04/14/24,Enid,OK,36.4,-97.9,1
1938,04/14/24,Oklahoma City,OK,35.5,-97.6,1
1939,04/14/24,Pawleys Island,SC,33.5,-79.1,1
1940,04/14/24,Lawrence,KS,39,-95.2,1
1941,04/14/24,Snake Creek,OK,36.2,-95.1,1
1942,04/14/24,Charleston,SC,32.7,-80,1
1943,04/14/24,Joplin,MO,37,-94.5,1
1944,04/13/24,Mounds,OK,35.9,-96,1
1945,04/13/24,McLoud,OK,35.4,-97.1,1
1946,04/13/24,Tuttle,OK,35.3,-97.7,1
1947,04/13/24,Mocksville,NC,35.9,-80.5,1
1948,04/13/24,Springfield,MO,37.2,-93.2,1
1949,04/13/24,Huntsville,AL,34.6,-86.6,1
1950,04/13/24,Fairfax,VA,38.9,-77.3,0
1951,04/12/24,El Reno,OK,35.5,-98,1
1952,04/12/24,Thibodaux,LA,29.8,-90.8,1
1953,04/12/24,Palm Desert,CA,33.7,-116.3,1
1954,04/12/24,Edmond,OK,35.7,-97.5,1
1955,04/11/24,Bluffton,SC,32.2,-80.9,1
1956,04/11/24,Fayetteville,AR,36.1,-94.2,1
1957,04/11/24,Yukon,OK,35.5,-97.7,1
1958,04/09/24,Richmond Hill,GA,31.9,-81.3,1
1959,04/09/24,Pittsburg,KS,37.4,-94.7,1
1960,04/08/24,Drumright,OK,36,-96.5,1
1961,04/08/24,Wichita,KS,37.7,-97.4,1
1962,04/08/24,Tulsa,OK,36.1,-95.9,1
1963,04/08/24,Norman,OK,35.2,-97.4,1
1964,04/08/24,Broken Arrow,OK,36,-95.8,1
1965,04/08/24,Arlington,TX,32.7,-97.1,1
1966,04/08/24,Seneca,SC,34.8,-82.9,1
1967,04/08/24,New Bern,NC,35,-77,1
1968,04/07/24,Corpus Christi,TX,27.8,-97.4,1
1969,04/07/24,Oklahoma City,OK,35.5,-97.5,1
1970,04/07/24,Aiken,SC,33.5,-81.8,1
1971,04/07/24,Oklahoma City,OK,35.5,-97.6,1
1972,04/07/24,Chelsea,AL,33.3,-86.7,0
1973,04/07/24,Cross Hill,SC,34.3,-82,1
1974,04/07/24,Dewey,OK,36.8,-95.9,1
1975,04/07/24,Thomas,WV,39.1,-79.5,2
1976,04/07/24,Tunica,MS,34.7,-90.4,1
1977,04/07/24,Fort Smith,AR,35.4,-94.4,1
1978,04/06/24,Ada,OK,34.8,-96.6,1
1979,04/06/24,Baton Rouge,LA,30.4,-91,1
1980,04/06/24,Howe,OK,35,-94.6,1
1981,04/06/24,Aspermont,TX,33.1,-100.2,1
1982,04/06/24,Tampa,FL,28,-82.5,1
1983,04/06/24,Durant,OK,34,-96.4,1
1984,04/06/24,Tampa,FL,28,-82.5,1
1985,04/06/24,Atlanta,TX,33.1,-94.2,1
1986,04/06/24,Belknap,IL,37.3,-88.9,1
1987,04/05/24,Mesquite,TX,32.7,-96.6,1
1988,04/05/24,Durant,OK,34,-96.3,1
1989,04/04/24,Bellaire,TX,29.7,-95.5,1
1990,04/04/24,Norman,OK,35.3,-97.5,1
1991,04/04/24,Oklahoma City,OK,35.5,-97.6,1
1992,04/04/24,Allen,TX,33.1,-96.6,1
1993,04/04/24,Sand Springs,OK,36.2,-96.2,1
1994,04/04/24,Tulsa,OK,36.2,-96.1,1
1995,04/04/24,Norman,OK,35.2,-97.5,1
1996,04/04/24,Norman,OK,35.2,-97.5,1
1997,04/04/24,Wichita,KS,37.7,-97.4,1
1998,04/03/24,Guthrie,OK,35.8,-97.6,1
1999,04/03/24,Oceanside,CA,33.2,-117.3,0
2000,04/03/24,Slocomb,AL,31.1,-85.6,1
2001,04/03/24,Oklahoma City,OK,35.4,-97.4,1
2002,04/03/24,Fort Sill,OK,34.7,-98.4,1
2003,04/03/24,Norman,OK,35.2,-97.4,2
2004,04/03/24,Placerville,CA,38.7,-120.8,1
2005,04/02/24,Austin,TX,30.4,-97.7,1
2006,04/02/24,Jonesboro,AR,35.8,-90.7,2
2007,04/02/24,North Little Rock,AR,34.8,-92.3,1
2008,04/02/24,Erwin,TN,36.2,-82.4,1
2009,04/02/24,Georgetown,TX,30.6,-97.6,1
2010,04/02/24,San Marcos,TX,29.9,-97.9,4
2011,04/02/24,Norman,OK,35.2,-97.5,1
2012,04/02/24,Georgetown,TX,30.6,-97.6,1
2013,04/01/24,Katy,TX,29.8,-95.8,1
2014,04/01/24,Baton Rouge,LA,30.4,-91.2,1
2015,04/01/24,Clearwater,FL,28,-82.7,1
2016,04/01/24,Savannah,GA,31.9,-81.1,1
2017,04/01/24,Ashland,GA,34.3,-83.4,1
2018,04/01/24,Ozark,AL,31.5,-85.6,1
2019,04/01/24,Abilene,TX,32.5,-99.7,1
2020,04/01/24,San Luis Obispo,CA,35.2,-120.6,1
2021,04/01/24,Dripping Springs,TX,30.3,-98.1,1
2022,03/31/24,Mounds,OK,35.9,-95.9,1
2023,03/31/24,Ada,OK,34.8,-96.8,1
2024,03/31/24,DeBary,FL,28.9,-81.4,1
2025,03/31/24,China Spring,TX,31.7,-97.3,1
2026,03/31/24,DeBary,FL,28.9,-81.4,1
2027,03/31/24,Pensacola,FL,30.4,-87.2,1
2028,03/31/24,Fernandina Beach,FL,30.6,-81.5,4
2029,03/31/24,Fernandina Beach,FL,30.6,-81.5,4
2030,03/31/24,Metairie,LA,30,-90.2,1
2031,03/31/24,Ada,OK,34.8,-96.8,1
2032,03/31/24,Ada,OK,34.8,-96.8,1
2033,03/30/24,Greensboro,NC,36,-79.8,0
2034,03/30/24,Greensboro,NC,36,-79.8,0
2035,03/30/24,Edinburg,TX,26.3,-98.2,1
2036,03/30/24,Broken Arrow,OK,36.1,-95.8,1
2037,03/30/24,Oklahoma City,OK,35.4,-97.6,1
2038,03/30/24,Dallas,TX,32.9,-96.8,3
2039,03/30/24,Monroe,LA,32.5,-92.1,2
2040,03/30/24,Alden,OK,35,-98.5,1
2041,03/30/24,Alden,OK,35,-98.5,1
2042,03/30/24,Morris,OK,35.6,-95.8,1
2043,03/30/24,Glenpool,OK,36,-96,1
2044,03/30/24,Tahlequah,OK,35.9,-95,1
2045,03/30/24,Edmond,OK,35.7,-97.5,1
2046,03/29/24,Melbourne,FL,28,-80.6,1
2047,03/29/24,Yukon,OK,35.5,-97.8,1
2048,03/29/24,Richardson,TX,33,-96.7,1
2049,03/28/24,Carrollton,TX,33,-96.9,1
2050,03/28/24,Pasadena,TX,29.7,-95.2,1
2051,03/28/24,Katy,TX,29.9,-95.7,1
2052,03/28/24,Lexington,KY,38,-84.5,1
2053,03/27/24,Jefferson City,MO,38.6,-92.2,1
2054,03/27/24,Anna,TX,33.4,-96.6,1
2055,03/27/24,Katy,TX,29.8,-95.8,1
2056,03/27/24,Houma,LA,29.7,-90.8,1
2057,03/27/24,Cibolo,TX,29.6,-98.2,1
2058,03/26/24,Rockport,TX,28.2,-97,1
2059,03/26/24,Lafayette,LA,30.2,-92,1
2060,03/26/24,Slidell,LA,30.3,-89.7,1
2061,03/26/24,Rice,TX,32.2,-96.5,2
2062,03/26/24,Harper,TX,30.3,-99.3,1
2063,03/26/24,Whites City,NM,32.1,-104.5,5
2064,03/26/24,Austin,TX,30.4,-97.7,1
2065,03/25/24,Oakland,TX,29.6,-96.8,2
2066,03/25/24,Mead,OK,34.1,-96.5,1
2067,03/23/24,Fernandina Beach,FL,30.6,-81.4,1
2068,03/23/24,Atlanta,TX,33.1,-94.2,1
2069,03/23/24,Dallas,TX,32.9,-96.7,1
2070,03/23/24,College Station,TX,30.6,-96.3,1
2071,03/23/24,Dallas,TX,32.8,-96.8,1
2072,03/23/24,New Orleans,LA,29.9,-90.1,1
2073,03/22/24,Indianola,TX,28.5,-96.5,1
2074,03/22/24,Glendora,CA,34.1,-117.9,1
2075,03/22/24,Mansfield,TX,32.6,-97.1,1
2076,03/22/24,Pasadena,CA,34.1,-118.1,1
2077,03/22/24,Coppell,TX,33,-97,1
2078,03/22/24,Gunter,TX,33.4,-96.7,3
2079,03/22/24,Oxnard,CA,34.2,-119.2,1
2080,03/22/24,Seguin,TX,29.5,-98,6
2081,03/22/24,Seguin,TX,29.5,-98,6
2082,03/22/24,Seguin,TX,29.5,-98,6
2083,03/22/24,Cut Off,LA,29.5,-90.3,3
2084,03/22/24,Cut Off,LA,29.5,-90.3,1
2085,03/21/24,Mt Pleasant,SC,32.8,-79.9,1
2086,03/20/24,Bedford,TX,32.8,-97.1,1
2087,03/20/24,Bedford,TX,32.8,-97.1,1
2088,03/20/24,Summerfield,FL,29,-82,5
2089,03/20/24,Carrollton,TX,33,-96.9,1
2090,03/20/24,Plano,TX,33.1,-96.7,1
2091,03/20/24,Metairie,LA,30,-90.1,1
2092,03/20/24,Cameron,LA,29.8,-93.6,3
2093,03/20/24,Sapulpa,OK,36,-96.1,1
2094,03/20/24,Elmore City,OK,34.6,-97.4,1
2095,03/20/24,El Paso,TX,31.8,-106.5,1
2096,03/19/24,Houston,TX,30,-95.2,1
2097,03/19/24,Calera,OK,33.9,-96.4,1
2098,03/19/24,Houston,TX,30,-95.2,1
2099,03/19/24,Hackberry,LA,29.9,-93.5,1
2100,03/19/24,Blossom,TX,33.6,-95.3,3
2101,03/19/24,Irving,TX,32.9,-96.9,1
2102,03/18/24,Willow Spring,TX,33.8,-96.8,1
2103,03/18/24,Salado,TX,31,-97.6,1
2104,03/18/24,Gause,TX,30.7,-96.7,1
2105,03/18/24,Plano,TX,33,-96.7,2
2106,03/18/24,Plano,TX,33.1,-96.8,2
2107,03/17/24,Allen,TX,33.1,-96.6,2
2108,03/17/24,Crowley,TX,32.5,-97.4,1
2109,03/17/24,Mineola,TX,32.7,-95.5,1
2110,03/17/24,Forney,TX,32.7,-96.4,1
2111,03/17/24,Dallas,TX,32.9,-96.8,1
2112,03/17/24,Dallas,TX,32.8,-96.8,1
2113,03/17/24,Plano,TX,33,-96.7,1
2114,03/17/24,Mineola,TX,32.7,-95.5,1
2115,03/17/24,Ozark,AR,35.4,-93.8,1
2116,03/17/24,Cleburne,TX,32.3,-97.6,1
2117,03/17/24,Orange,CA,33.8,-117.9,1
2118,03/17/24,Keller,TX,33,-97.2,1
2119,03/17/24,Fernandina Beach,FL,30.6,-81.5,1
2120,03/16/24,Darrow,LA,30.1,-90.9,1
2121,03/16/24,Corpus Christi,TX,27.6,-97.2,1
2122,03/16/24,Smithfield,VA,37,-76.6,1
2123,03/16/24,Sherman,TX,33.6,-96.6,1
2124,03/16/24,Pleasant Garden,NC,35.9,-79.8,1
2125,03/16/24,Pass Christian,MS,30.4,-89.3,1
2126,03/16/24,Cathedral City,CA,33.8,-116.5,1
2127,03/15/24,Austin,TX,30.3,-97.8,1
2128,03/15/24,Kurten,TX,30.8,-96.3,1
2129,03/15/24,Charleston,SC,32.8,-79.9,1
2130,03/15/24,Charleston,SC,32.8,-79.9,1
2131,03/15/24,Kingsland,GA,30.8,-81.7,1
2132,03/15/24,Fernandina Beach,FL,30.7,-81.4,1
2133,03/15/24,Kingsland,GA,30.8,-81.7,1
2134,03/15/24,The Village,OK,35.6,-97.6,1
2135,03/15/24,West Lake Hills,TX,30.3,-97.8,1
2136,03/14/24,St. Petersburg,FL,27.8,-82.7,4
2137,03/14/24,Austin,TX,30.3,-97.7,1
2138,03/14/24,La Mesa,CA,32.8,-117,1
2139,03/14/24,Glen Rose,TX,32.2,-97.8,1
2140,03/14/24,Glenn Heights,TX,32.5,-96.9,0
2141,03/14/24,Waxahachie,TX,32.5,-96.9,2
2142,03/14/24,Chico,TX,33.2,-97.9,1
2143,03/14/24,Mansfield,TX,32.6,-97.1,1
2144,03/14/24,Spicewood,TX,30.5,-98.2,1
2145,03/14/24,Austin,TX,30.2,-97.9,1
2146,03/13/24,Temple,TX,31.1,-97.4,1
2147,03/13/24,Hutto,TX,30.5,-97.6,1
2148,03/13/24,Jacksonville,AL,33.8,-85.8,1
2149,03/13/24,Tulsa,OK,36.1,-95.9,1
2150,03/13/24,Austin,TX,30.3,-97.8,0
2151,03/13/24,Menard,TX,30.9,-99.5,1
2152,03/13/24,Marietta,GA,34,-84.4,0
2153,03/12/24,Bay St Louis,MS,30.3,-89.3,1
2154,03/12/24,Belton,TX,31.1,-97.6,1
2155,03/12/24,Missouri City,TX,29.6,-95.5,1
2156,03/12/24,Belton,TX,31.1,-97.6,1
2157,03/12/24,Creedmoor,NC,36.1,-78.7,1
2158,03/12/24,Corpus Christi,TX,27.7,-97.4,2
2159,03/12/24,Houston,TX,29.8,-95.6,1
2160,03/12/24,Orange Park,FL,30.1,-81.8,1
2161,03/11/24,Southport,NC,34,-78.1,1
2162,03/11/24,Mary Esther,FL,30.4,-86.7,1
2163,03/10/24,Austin,TX,30.4,-97.8,2
2164,03/10/24,San Antonio,TX,29.2,-98.4,1
2165,03/10/24,Weimar,TX,29.7,-96.8,1
2166,03/10/24,McDade,TX,30.2,-97.2,0
2167,03/09/24,Taylor,TX,30.6,-97.5,1
2168,03/09/24,Taylor,TX,30.6,-97.5,1
2169,03/09/24,Melbourne,FL,28.2,-80.6,1
2170,03/09/24,Corona,CA,33.9,-117.6,1
2171,03/09/24,Corona,CA,33.9,-117.6,1
2172,03/09/24,Corona,CA,33.9,-117.6,1
2173,03/08/24,Gainesville,FL,29.7,-82.4,2
2174,03/08/24,McKinney,TX,33.2,-96.6,1
2175,03/08/24,McKinney,TX,33.2,-96.6,1
2176,03/08/24,McKinney,TX,33.2,-96.6,1
2177,03/08/24,Bastrop,TX,30.1,-97.4,1
2178,03/08/24,Long Beach,CA,33.8,-118.1,1
2179,03/07/24,Enterprise,AL,31.4,-85.8,0
2180,03/07/24,Austin,TX,30.2,-97.9,1
2181,03/07/24,Round Rock,TX,30.5,-97.6,1
2182,03/07/24,Burbank,CA,34.2,-118.3,1
2183,03/07/24,Tallahassee,FL,30.6,-84.2,0
2184,03/06/24,Plant City,FL,28,-82.1,1
2185,03/06/24,Boerne,TX,29.8,-98.7,1
2186,03/06/24,Houma,LA,29.7,-90.8,1
2187,03/06/24,Pass Christian,MS,30.3,-89.2,1
2188,03/06/24,Canyon Lake,TX,29.9,-98.3,1
2189,03/06/24,Montgomery,TX,30.4,-95.8,2
2190,03/06/24,Pearsall,TX,28.9,-99.1,1
2191,03/06/24,Bay St Louis,MS,30.3,-89.3,1
2192,03/05/24,Austwell,TX,28.2,-96.9,1
2193,03/05/24,Austwell,TX,28.2,-96.9,1
2194,03/05/24,Taylor,TX,30.6,-97.4,1
2195,03/05/24,Driftwood,TX,30.1,-98,1
2196,03/05/24,Austin,TX,30.2,-97.9,1
2197,03/05/24,Austin,TX,30.4,-97.9,15
2198,03/05/24,Lakeland,FL,28.1,-81.9,1
2199,03/05/24,Austin,TX,30.4,-97.9,15
2200,03/04/24,Marietta,GA,34,-84.5,1
2201,03/04/24,Lakeland,FL,28,-82,1
2202,03/04/24,Lecanto,FL,28.9,-82.4,1
2203,03/04/24,Phoenix,AZ,33.5,-112,2
2204,03/04/24,Blanco,TX,30.1,-98.4,1
2205,03/03/24,Canton,TX,32.6,-95.9,1
2206,03/03/24,Canton,TX,32.6,-95.9,1
2207,03/03/24,Montgomery,TX,30.3,-95.6,1
2208,03/03/24,Corpus Christi,TX,27.7,-97.4,1
2209,03/03/24,Carlsbad,CA,33.1,-117.3,1
2210,03/03/24,Carlsbad,CA,33.1,-117.3,1
2211,03/02/24,Austin,TX,30.3,-97.7,1
2212,03/01/24,Delray Beach,FL,26.5,-80.1,1
2213,02/29/24,El Cajon,CA,32.9,-116.9,1
2214,02/28/24,Baton Rouge,LA,30.4,-91.1,1
2215,02/28/24,Baton Rouge,LA,30.4,-91.1,1
2216,02/28/24,Metairie,LA,30,-90.2,1
2217,02/28/24,Poway,CA,33,-117,1
2218,02/27/24,Merryville,LA,30.8,-93.5,1
2219,02/27/24,Indian Wells,CA,33.7,-116.4,3
2220,02/27/24,San Diego,CA,32.9,-117.2,1
2221,02/27/24,Indian Wells,CA,33.7,-116.4,3
2222,02/27/24,Indian Wells,CA,33.7,-116.4,3
2223,02/27/24,Avondale,AZ,33.4,-112.3,1
2224,02/26/24,Patterson,LA,29.7,-91.3,1
2225,02/26/24,DeRidder,LA,30.8,-93.4,1
2226,02/26/24,Bradenton,FL,27.5,-82.4,1
2227,02/25/24,Inverness,FL,28.9,-82.3,1
2228,02/25/24,Alameda,CA,37.7,-122.2,1
2229,02/24/24,Pasadena,CA,34.1,-118.1,1
2230,02/24/24,West Covina,CA,34.1,-117.9,1
2231,02/22/24,Fernandina Beach,FL,30.6,-81.4,1
2232,02/22/24,Fernandina Beach,FL,30.6,-81.4,1
2233,02/22/24,Amer Cyn,CA,38.2,-122.3,0
2234,02/22/24,Glendora,CA,34.1,-117.8,1
2235,02/21/24,Las Vegas,NV,36.2,-115.1,1
2236,02/18/24,Ogilby,CA,32.8,-114.8,1
2237,02/18/24,Ogilby,CA,32.8,-114.8,1
2238,02/16/24,Naples,FL,26,-81.6,1
2239,02/15/24,Welaka,FL,29.5,-81.7,1
2240,02/15/24,Bonita Springs,FL,26.4,-81.8,3
2241,02/15/24,Richmond Hill,GA,31.9,-81.3,1
2242,02/15/24,Richmond Hill,GA,31.9,-81.3,1
2243,02/15/24,New Iberia,LA,30,-91.8,1
2244,02/14/24,Coronado,CA,32.6,-117.1,1
2245,02/14/24,Webster,TX,29.6,-95.1,1
2246,02/14/24,Houston,TX,29.8,-95.4,1
2247,02/14/24,Houston,TX,29.8,-95.4,1
2248,02/13/24,Dauphin Island,AL,30.2,-88.1,1
2249,02/12/24,San Diego,CA,32.7,-117.2,1
2250,02/12/24,San Diego,CA,32.7,-117.2,1
2251,02/12/24,Guate,Guatemala,14.6,-90.5,1
2252,02/11/24,New Braunfels,TX,29.6,-98.2,3
2253,02/09/24,Tybee Island,GA,32,-80.8,1
2254,02/09/24,Miami,FL,25.8,-80.2,1
2255,02/09/24,Miami,FL,25.8,-80.2,1
2256,02/09/24,Houston,TX,29.7,-95.5,1
2257,02/09/24,Fairhope,AL,30.6,-87.9,1
2258,02/06/24,Panama City Beach,FL,30.3,-86,1
2259,02/06/24,Miami,FL,25.8,-80.2,2
2260,02/05/24,Phoenix,AZ,33.5,-112,1
2261,02/04/24,McAllen,TX,26.3,-98.2,1
2262,02/03/24,Palm Bay,FL,28,-80.6,1
2263,02/01/24,Jacksonville,FL,30.3,-81.5,1
2264,02/01/24,Alamo,CA,37.9,-122,1
2265,01/31/24,Rosemead,CA,34.1,-118.1,1
2266,01/31/24,Bradenton,FL,27.5,-82.6,1
2267,01/31/24,Deltona,FL,28.9,-81.2,3
2268,01/30/24,Orlando,FL,28.6,-81.4,1
2269,01/29/24,Berkeley,CA,37.9,-122.3,1
2270,01/28/24,San Diego,CA,32.8,-117.2,1
2271,01/27/24,Charleston,SC,32.9,-79.8,1
2272,01/25/24,Fernandina Beach,FL,30.7,-81.5,1
2273,01/25/24,Tempe,AZ,33.3,-111.9,1
2274,01/24/24,Miramar,FL,26,-80.4,3
2275,01/24/24,Green Cove Springs,FL,30,-81.7,1
2276,01/24/24,Cape Coral,FL,26.5,-82,1
2277,01/24/24,Green Cove Springs,FL,30,-81.7,1
2278,01/23/24,Rancho Viejo,TX,26,-97.5,1
2279,01/22/24,Oakland Park,FL,26.2,-80.1,1
2280,01/19/24,Skidaway Island,GA,32,-81,1
2281,01/15/24,Jacksonville,FL,30.3,-81.7,1
2282,01/14/24,Corpus Christi,TX,27.8,-97.4,1
2283,01/13/24,Houston,TX,29.8,-95.5,1
2284,01/13/24,Dickinson,TX,29.5,-95.1,1
2285,01/10/24,League City,TX,29.5,-95,1
2286,01/10/24,Austin,TX,30.2,-97.9,1
2287,01/10/24,Austin,TX,30.2,-97.9,1
2288,01/09/24,Houston,TX,29.9,-95.6,1
2289,01/09/24,Midway,FL,30.4,-87,1
2290,01/09/24,Miami,FL,25.7,-80.3,1
2291,01/08/24,St. Augustine,FL,29.9,-81.3,1
2292,01/06/24,Plantation,FL,26.1,-80.2,1
2293,01/06/24,Statesboro,GA,32.4,-81.7,1
2294,01/06/24,Austin,TX,30.4,-97.8,1
2295,01/06/24,Port Aransas,TX,27.8,-97.1,2
2296,01/06/24,Pensacola,FL,30.4,-87.2,0
2297,01/06/24,Ochlockonee Bay,FL,29.9,-84.4,1
2298,01/06/24,Kingston,OK,34,-96.7,1
2299,01/06/24,Wellsville,NY,42.1,-78,1
2300,01/04/24,Coral Gables,FL,25.8,-80.3,1
2301,01/03/24,Berkeley,CA,37.9,-122.3,2
2302,01/02/24,Clearwater,FL,27.9,-82.7,2
2303,01/01/24,Walnut Creek,CA,37.9,-122.1,3
2304,01/01/24,Edinburg,TX,26.3,-98.2,1
