Town,State/Province,County,Count,Latitude,Longitude,FIPS
Abilene,TX,taylor,9,32.4,-99.7,48441.0
Ada,OK,pontotoc,36,34.8,-96.7,40123.0
Akron,OH,summit,42,41.1,-81.5,39153.0
Alamo,NV,lincoln,12,37.2,-115.1,32017.0
Albany,NY,albany,46,42.6,-73.8,36001.0
Albert Lea,MN,freeborn,3,43.7,-93.2,27047.0
Albuquerque,NM,bernalillo,15,35.1,-106.6,35001.0
Alexander,NC,buncombe,5,35.7,-82.6,37021.0
Allen,TX,collin,24,33.1,-96.6,48085.0
Allenton,MI,st. clair,10,42.9,-82.9,26147.0
Alpharetta,GA,fulton,18,34.1,-84.3,13121.0
Alto,MI,kent,1,42.8,-85.4,26081.0
Alvin,TX,brazoria,3,29.4,-95.2,48039.0
Amherst,VA,amherst,16,37.6,-79.1,
Amherst,WI,portage,1,44.4,-89.3,55097.0
Anderson,SC,anderson,6,34.5,-82.8,45007.0
Andover,MN,anoka,5,45.2,-93.3,27003.0
Angier,NC,harnett,1,35.5,-78.7,37085.0
Angleton,TX,brazoria,7,29.2,-95.4,48039.0
Ann Arbor,MI,washtenaw,11,42.3,-83.8,26161.0
Annapolis,MD,anne arundel,60,38.9,-76.5,24003.0
Ansonia,CT,new haven,1,41.3,-73.1,9009.0
Apalachicola,FL,franklin,3,29.7,-85.0,12037.0
Apex,NC,wake,4,35.8,-78.9,37183.0
Arcade,NY,wyoming,6,42.5,-78.4,36121.0
Archbald,PA,lackawanna,2,41.5,-75.6,42069.0
Arden,NC,buncombe,100,35.5,-82.5,37021.0
Ardmore,OK,carter,3,34.1,-97.1,40019.0
Arlington,KS,reno,2,37.9,-98.2,20155.0
Arlington,TX,tarrant,54,32.6,-97.1,48439.0
Arlington,VA,arlington,51,38.9,-77.1,51013.0
Arlington Heights,IL,cook,4,42.1,-88.0,17031.0
Arnold,MD,anne arundel,1,39.1,-76.5,24003.0
Arvada,CO,jefferson,2,39.8,-105.2,8059.0
Ash Grove,MO,greene,4,37.4,-93.6,29077.0
Asheville,NC,buncombe,252,35.6,-82.6,37021.0
Ashland,KY,boyd,228,38.4,-82.6,21019.0
Athens,GA,clarke,3,33.9,-83.4,13059.0
Atkinson,NE,holt,1,42.5,-99.0,31089.0
Atlanta,GA,cobb,240,33.8,-84.4,13067.0
Atlanta,GA,dekalb,510,33.8,-84.4,13089.0
Atlanta,GA,fulton,870,33.8,-84.4,13121.0
Auburn,AL,lee,2,32.6,-85.5,1081.0
Auburn,MA,worcester,1,42.2,-71.8,25027.0
Auburn,NH,rockingham,1,43.0,-71.3,33015.0
Augusta,GA,columbia,2,33.5,-82.0,13073.0
Augusta,GA,richmond,4,33.5,-82.0,13245.0
Aulander,NC,bertie,2,36.3,-77.3,37015.0
Aurora,CO,adams,5,39.7,-104.8,8001.0
Aurora,CO,arapahoe,4,39.7,-104.8,8005.0
Aurora,MO,lawrence,4,37.0,-93.7,29109.0
Austin,MN,mower,8,43.7,-93.0,27099.0
Austin,TX,hays,98,30.4,-97.7,48209.0
Austin,TX,travis,4214,30.4,-97.7,48453.0
Austin,TX,williamson,294,30.4,-97.7,48491.0
Austwell,TX,refugio,3,28.3,-96.8,48391.0
Avalon,NJ,cape may,3,39.1,-74.7,34009.0
Avoca,NY,steuben,2,42.4,-77.4,36101.0
Avondale,AZ,maricopa,4,33.3,-112.3,4013.0
Avondale Estates,GA,dekalb,4,33.8,-84.3,13089.0
Bagdad,KY,shelby,1,38.2,-85.1,21211.0
Bainbridge,PA,lancaster,4,40.1,-76.7,42071.0
Bakersfield,CA,kern,3,35.4,-119.0,6029.0
Ball Ground,GA,cherokee,185,34.4,-84.3,13057.0
Ballwin,MO,st. louis,140,38.6,-90.5,29189.0
Bandera,TX,bandera,1,29.7,-99.1,48019.0
Banner Elk,NC,avery,30,36.2,-81.8,37011.0
Barco,NC,currituck,1,36.4,-76.0,37053.0
Barnard,VT,windsor,2,43.7,-72.6,50027.0
Barnardsville,NC,buncombe,3,35.8,-82.5,37021.0
Barnesville,MN,clay,2,46.7,-96.4,27027.0
Baroda,MI,berrien,5,42.0,-86.5,26021.0
Barre,VT,washington,9,44.2,-72.4,50023.0
Bartlesville,OK,washington,96,36.9,-96.0,40147.0
Bartlett,IL,dupage,3,42.0,-88.2,17043.0
Basehor,KS,leavenworth,16,39.1,-94.9,20103.0
Bath,IN,franklin,2,39.5,-84.8,18047.0
Baton Rouge,LA,east. baton rouge,136,30.4,-91.0,
Bay City,MI,bay,1,43.6,-83.9,26017.0
Baytown,TX,chambers,24,29.8,-94.9,48071.0
Baytown,TX,harris,52,29.8,-94.9,48201.0
Beachwood,OH,cuyahoga,112,41.5,-81.5,39035.0
Beaufort,SC,beaufort,30,32.4,-80.7,45013.0
Beaver,WV,raleigh,3,37.8,-81.1,54081.0
Bedford,VA,bedford,1,37.4,-79.6,51019.0
Beeville,TX,bee,12,28.4,-97.7,48025.0
Bel Air,MD,harford,1,39.5,-76.3,24025.0
Bellefonte,PA,centre,8,40.9,-77.8,42027.0
Belleville,KS,republic,4,39.8,-97.6,20157.0
Belleville,NJ,essex,1,40.8,-74.2,34013.0
Belleville,WI,dane,1,42.9,-89.5,55025.0
Bellevue,IA,jackson,1,42.3,-90.4,19097.0
Bellevue,NE,sarpy,4,41.2,-95.9,31153.0
Bellville,OH,richland,6,40.6,-82.5,39139.0
Belton,TX,bell,3,31.1,-97.5,48027.0
Benicia,CA,solano,6,38.1,-122.2,6095.0
Berkeley,CA,alameda,20,37.9,-122.3,6001.0
Berkeley Springs,WV,morgan,76,39.6,-78.2,54065.0
Bernardsville,NJ,somerset,1,40.7,-74.6,34035.0
Berrien Center,MI,berrien,2,41.9,-86.3,26021.0
Bessemer City,NC,gaston,1,35.3,-81.3,37071.0
Bethesda,MD,montgomery,80,39.0,-77.1,24031.0
Bettendorf,IA,scott,15,41.5,-90.5,19163.0
Big Lake,TX,reagan,3,31.2,-101.5,48383.0
Big Spring,TX,howard,6,32.2,-101.5,48227.0
Billings,MO,christian,3,37.1,-93.5,29043.0
Billingsley,AL,autauga,1,32.7,-86.7,1001.0
Biloxi,MS,harrison,63,30.4,-88.9,28047.0
Binghamton,NY,broome,119,42.1,-75.9,36007.0
Birmingham,AL,jefferson,208,33.4,-86.9,1073.0
Birmingham,AL,shelby,28,33.4,-86.9,1117.0
Bishop,CA,inyo,9,37.5,-118.6,6027.0
Bishopville,MD,worcester,2,38.5,-75.1,24047.0
Bixby,OK,tulsa,6,35.9,-95.9,40143.0
Black Creek,WI,outagamie,2,44.5,-88.4,55087.0
Black Mountain,NC,buncombe,12,35.6,-82.3,37021.0
Blackfoot,ID,bingham,45,43.2,-112.3,16011.0
Blairsville,GA,union,15,34.9,-84.1,13291.0
Blanchard,OK,mcclain,22,35.2,-97.7,40087.0
Blanco,TX,blanco,2,30.1,-98.4,48031.0
Bliss,NY,wyoming,4,42.6,-78.3,36121.0
Bloomburg,TX,cass,1,33.1,-94.0,48067.0
Bloomfield,NJ,essex,48,40.8,-74.2,34013.0
Bloomingdale,NJ,passaic,3,41.0,-74.3,34031.0
Bloomington,IN,monroe,9,39.1,-86.5,18105.0
Bloomington Springs,TN,putnam,20,36.2,-85.6,47141.0
Blue Bell,PA,montgomery,4,40.2,-75.3,42091.0
Blue Hill,ME,hancock,3,44.4,-68.6,23009.0
Blue Hill,NE,webster,9,40.3,-98.5,31181.0
Blue Mound,IL,macon,6,39.7,-89.1,17115.0
Bluffton,SC,beaufort,12,32.2,-80.9,45013.0
Boca Raton,FL,palm beach,5,26.3,-80.1,12099.0
Boerne,TX,kendall,198,29.8,-98.7,48259.0
Bohemia,NY,suffolk,1,40.8,-73.1,36103.0
Boone,NC,watauga,78,36.2,-81.7,37189.0
Boonville,MO,cooper,24,39.0,-92.7,29053.0
Boonville,NC,yadkin,4,36.2,-80.7,37197.0
Boston,MA,suffolk,20,42.4,-71.1,25025.0
Boulder,UT,garfield,4,37.9,-111.4,49017.0
Bowling Green,KY,warren,15,37.0,-86.4,21227.0
Boyce,VA,clarke,1,39.1,-78.1,51043.0
Boyertown,PA,berks,39,40.4,-75.6,42011.0
Bradenton,FL,manatee,16,27.4,-82.6,12081.0
Bradley Beach,NJ,monmouth,1,40.2,-74.0,34025.0
Braham,MN,isanti,3,45.7,-93.2,27059.0
Braidwood,IL,will,3,41.3,-88.2,17197.0
Brandon,SD,minnehaha,3,43.5,-96.6,46099.0
Breaux Bridge,LA,st. martin,6,30.3,-91.9,
Brecksville,OH,cuyahoga,2,41.3,-81.6,39035.0
Brevard,NC,transylvania,14,35.2,-82.7,37175.0
Briarcliff Manor,NY,westchester,4,41.1,-73.9,36119.0
Bridgeton,MO,st. louis,3,38.7,-90.4,29189.0
Brigantine,NJ,atlantic,4,39.4,-74.4,34001.0
Brillion,WI,calumet,18,44.2,-88.1,55015.0
Bristol,ME,lincoln,1,43.9,-69.5,23015.0
Bristol,VA,bristol city,8,36.6,-82.2,51520.0
Bristol,VA,washington,4,36.6,-82.2,51191.0
Bristow,OK,creek,4,35.8,-96.4,40037.0
Broken Arrow,OK,tulsa,16,36.1,-95.7,40143.0
Broken Arrow,OK,wagoner,16,36.1,-95.7,40145.0
Bronaugh,MO,vernon,2,37.7,-94.4,29217.0
Brookfield,WI,waukesha,1,43.0,-88.1,55133.0
Brookings,SD,brookings,4,44.3,-96.8,46011.0
Brookshire,TX,waller,36,29.9,-95.9,48473.0
Brookville,IN,franklin,6,39.4,-85.0,18047.0
Broomfield,CO,broomfield,24,39.9,-105.1,8014.0
Broomfield,CO,jefferson,16,39.9,-105.1,8059.0
Broussard,LA,lafayette,2,30.1,-91.9,
Brownsville,TX,cameron,12,26.0,-97.5,48061.0
Brunswick,OH,medina,44,41.2,-81.8,39103.0
Bryan,TX,brazos,176,30.7,-96.3,48041.0
Bryceville,FL,nassau,2,30.4,-82.0,12089.0
Bryson City,NC,swain,4,35.4,-83.4,37173.0
Buckeye,AZ,maricopa,1,33.5,-112.5,4013.0
Buckhannon,WV,upshur,4,39.0,-80.2,54097.0
Buena,NJ,atlantic,6,39.5,-74.9,34001.0
Buffalo,NY,erie,117,42.9,-78.8,36029.0
Buffalo Gap,TX,taylor,8,32.3,-99.8,48441.0
Bullock,NC,granville,1,36.5,-78.5,37077.0
Bumpass,VA,louisa,1,38.0,-77.7,51109.0
Burden,KS,cowley,3,37.3,-96.8,20035.0
Burke,VA,fairfax,2,38.8,-77.3,51059.0
Burlington,WI,racine,1,42.7,-88.2,55101.0
Burnsville,MN,dakota,1,44.8,-93.3,27037.0
Cadillac,MI,wexford,2,44.3,-85.4,26165.0
Cairo,GA,grady,3,30.9,-84.2,13131.0
Caldwell,NJ,essex,10,40.8,-74.3,34013.0
Calera,OK,bryan,94,33.9,-96.4,40013.0
Calhoun,GA,gordon,5,34.4,-85.0,13129.0
California,PA,washington,3,40.1,-79.9,42125.0
Camarillo,CA,ventura,3,34.2,-119.1,6111.0
Cambridge,MN,isanti,6,45.6,-93.4,27059.0
Camdenton,MO,camden,16,38.0,-92.7,29029.0
Campobello,SC,spartanburg,19,35.1,-82.2,45083.0
Canal Fulton,OH,stark,8,40.9,-81.6,39151.0
Canton,GA,cherokee,12,34.3,-84.3,13057.0
Canton,MI,wayne,2,42.3,-83.5,26163.0
Canton,NC,haywood,5,35.3,-82.8,37087.0
Canton,OH,stark,21,40.9,-81.4,39151.0
Canyon Lake,TX,comal,108,29.9,-98.2,48091.0
Cape Charles,VA,northampton,3,37.3,-76.0,51131.0
Cape May,NJ,cape may,320,38.9,-74.9,34009.0
Cape May Point,NJ,cape may,220,38.9,-75.0,34009.0
Carbondale,IL,jackson,36,37.7,-89.2,17077.0
Carlton,GA,madison,2,34.0,-83.0,13195.0
Carmel,IN,hamilton,3,39.9,-86.1,18057.0
Carmichael,CA,sacramento,1,38.7,-121.3,6067.0
Carolina Beach,NC,new hanover,8,34.0,-77.9,37129.0
Carpinteria,CA,santa barbara,2,34.4,-119.5,6083.0
Carrollton,GA,carroll,3,33.6,-85.1,13045.0
Carrollton,TX,dallas,15,33.0,-96.9,48113.0
Carrollton,TX,denton,15,33.0,-96.9,48121.0
Castell,TX,llano,1,30.7,-99.0,48299.0
Castroville,CA,monterey,1,36.8,-121.7,6053.0
Cathedral City,CA,riverside,2,33.8,-116.5,6065.0
Cedar,MI,leelanau,1,44.8,-85.8,26089.0
Cedar Bluff,AL,cherokee,2,34.3,-85.7,1019.0
Cedar Creek,TX,bastrop,6,30.1,-97.5,48021.0
Cedar Falls,IA,black hawk,16,42.5,-92.5,19013.0
Cedar Hill,TN,robertson,1,36.6,-87.0,47147.0
Cedar Park,TX,williamson,1,30.5,-97.8,48491.0
Cedar Rapids,IA,linn,24,42.0,-91.6,19113.0
Center Point,TX,kerr,10,30.0,-99.0,48265.0
Centerville,UT,davis,1,40.9,-111.9,49011.0
Centreville,MD,queen annes,4,39.1,-76.1,
Centreville,VA,fairfax,2,38.8,-77.4,51059.0
Champaign,IL,champaign,3,40.1,-88.3,17019.0
Chandler,AZ,maricopa,2,33.3,-111.9,4013.0
Chandler,TX,henderson,1,32.3,-95.5,48213.0
Chanhassen,MN,carver,1,44.9,-93.6,27019.0
Chapel Hill,NC,orange,8,35.9,-79.0,37135.0
Chapin,SC,lexington,12,34.2,-81.3,45063.0
Charleston,SC,berkeley,672,32.7,-80.0,45015.0
Charleston,SC,charleston,1848,32.7,-80.0,45019.0
Charlotte,NC,mecklenburg,294,35.2,-80.9,37119.0
Charlottesville,VA,albemarle,16,38.0,-78.5,51003.0
Charlottesville,VA,charlottesville city,36,38.0,-78.5,51540.0
Chatham,MA,barnstable,3,41.7,-70.0,25001.0
Chatsworth,IL,livingston,1,40.8,-88.3,17105.0
Chattanooga,TN,hamilton,7,35.1,-85.3,47065.0
Chelsea,OK,rogers,39,36.5,-95.4,40131.0
Chenango Forks,NY,broome,4,42.2,-75.8,36007.0
Cherokee,TX,san saba,3,31.0,-98.7,48411.0
Cherry Hill,NJ,camden,24,39.9,-75.0,34007.0
Chesterfield,MO,st. louis,12,38.7,-90.6,29189.0
Chicago,IL,cook,406,42.0,-87.7,17031.0
Choctaw,OK,oklahoma,47,35.4,-97.3,40109.0
Chowchilla,CA,madera,3,37.1,-120.3,6039.0
Christiansburg,VA,montgomery,10,37.1,-80.4,51121.0
Christopher,IL,franklin,4,38.0,-89.1,17055.0
Cibolo,TX,guadalupe,30,29.6,-98.2,48187.0
Cincinnati,OH,clermont,75,39.1,-84.4,39025.0
Cincinnati,OH,hamilton,2775,39.1,-84.4,39061.0
Clarks Hill,SC,mccormick,1,33.7,-82.2,45065.0
Clarksburg,PA,indiana,1,40.5,-79.3,42063.0
Clarksville,AR,johnson,5,35.5,-93.5,5071.0
Clarksville,TN,montgomery,6,36.6,-87.4,47125.0
Clayton,GA,rabun,12,34.9,-83.5,13241.0
Clayton,NC,johnston,6,35.6,-78.5,37101.0
Clemson,SC,pickens,4,34.7,-82.8,45077.0
Cleveland,OH,cuyahoga,2624,41.5,-81.7,39035.0
Clifton Park,NY,saratoga,5,42.9,-73.7,36091.0
Clinton,CT,middlesex,1,41.3,-72.5,9007.0
Coal Center,PA,washington,6,40.1,-79.9,42125.0
Colcord,OK,delaware,9,36.2,-94.7,40041.0
Coldwater,MI,branch,1,41.8,-85.0,26023.0
Colfax,NC,guilford,1,36.1,-80.0,37081.0
Colleyville,TX,tarrant,5,32.9,-97.2,48439.0
Colorado Springs,CO,el paso,72,38.9,-104.9,8041.0
Columbia,MD,howard,63,39.2,-76.8,24027.0
Columbia,MO,boone,22,39.0,-92.1,29019.0
Columbia,SC,lexington,3,34.0,-81.0,45063.0
Columbia,SC,richland,50,34.0,-81.0,45079.0
Columbus,IN,bartholomew,1,39.2,-85.9,18005.0
Columbus,OH,delaware,3,40.0,-83.0,39041.0
Columbus,OH,franklin,81,40.0,-83.0,39049.0
Columbus,WI,columbia,6,43.3,-89.0,55021.0
Concord,CA,contra costa,16,38.0,-122.0,6013.0
Congerville,IL,woodford,1,40.6,-89.2,17203.0
Conneaut,OH,ashtabula,14,41.9,-80.7,39007.0
Connellsville,PA,fayette,8,40.0,-79.6,42051.0
Conroe,TX,montgomery,56,30.1,-95.4,48339.0
Conway,AR,faulkner,60,35.1,-92.4,5045.0
Conway,SC,horry,2,33.9,-79.0,45051.0
Conyers,GA,rockdale,5,33.7,-84.0,13247.0
Cookville,TX,titus,36,33.2,-94.9,48449.0
Coopersburg,PA,lehigh,1,40.5,-75.4,42077.0
Copake,NY,columbia,1,42.1,-73.5,36021.0
Copan,OK,washington,35,36.9,-96.0,40147.0
Coral Gables,FL,miami-dade,12,25.8,-80.3,12086.0
Corfu,NY,genesee,2,43.0,-78.3,36037.0
Corpus Christi,TX,nueces,55,27.7,-97.4,48355.0
Corry,PA,erie,10,41.9,-79.6,42049.0
Costa Mesa,CA,orange,1,33.6,-117.9,6059.0
Cottonwood,AZ,yavapai,1,34.7,-112.1,4025.0
Council Bluffs,IA,pottawattamie,32,41.2,-95.9,19155.0
Courtland,VA,southampton,1,36.9,-77.2,51175.0
Covington,GA,newton,18,33.6,-83.9,13217.0
Covington,LA,st. tammany,10,30.5,-90.1,
Crawfordville,FL,wakulla,132,30.2,-84.4,12129.0
Crestview,FL,okaloosa,1,30.8,-86.5,12091.0
Crivitz,WI,marinette,3,45.2,-88.1,55075.0
Crown Point,IN,lake,9,41.4,-87.3,18089.0
Crumpler,NC,ashe,10,36.5,-81.4,37009.0
Crystal Lake,IL,mchenry,70,42.2,-88.4,17111.0
Cullowhee,NC,jackson,40,35.2,-83.2,37099.0
Cumming,GA,forsyth,5,34.1,-84.1,13117.0
Cypress,TX,harris,1,30.0,-95.7,48201.0
Dagsboro,DE,sussex,4,38.6,-75.2,10005.0
Dakota,MN,winona,6,43.9,-91.4,27169.0
Dallas,TX,collin,756,32.8,-96.8,48085.0
Dallas,TX,dallas,8694,32.8,-96.8,48113.0
Dalton,GA,whitfield,3,34.7,-85.0,13313.0
Danville,VA,danville city,2,36.7,-79.5,51590.0
Daphne,AL,baldwin,52,30.6,-87.8,1003.0
Davidson,NC,mecklenburg,14,35.5,-80.8,37119.0
Davidsonville,MD,anne arundel,1,38.9,-76.6,24003.0
Dawsonville,GA,dawson,8,34.5,-84.3,13085.0
Dayton,OH,greene,39,39.6,-84.1,39057.0
Dayton,OH,montgomery,93,39.6,-84.1,39113.0
De Kalb,TX,bowie,24,33.5,-94.6,48037.0
De Tour Village,MI,chippewa,2,46.0,-83.9,26033.0
De Witt,NE,saline,1,40.4,-96.9,31151.0
Dearborn,MI,wayne,5,42.3,-83.2,26163.0
Decatur,AL,morgan,2,34.6,-87.0,1103.0
Decatur,GA,dekalb,36,33.8,-84.3,13089.0
Del Rio,TX,val verde,3,29.5,-100.9,48465.0
Delphos,OH,allen,1,40.9,-84.3,39003.0
Delray Beach,FL,palm beach,4,26.5,-80.2,12099.0
Denton,TX,denton,18,33.2,-97.1,48121.0
Denver,CO,adams,16,39.7,-105.0,8001.0
Denver,CO,arapahoe,4,39.7,-105.0,8005.0
Denver,CO,denver,54,39.7,-105.0,8031.0
Denver,CO,jefferson,10,39.7,-105.0,8059.0
Denver,IA,bremer,3,42.7,-92.3,19017.0
Denver,NY,delaware,4,42.2,-74.6,36025.0
Derby,KS,sedgwick,2,37.6,-97.2,20173.0
Derry,NH,rockingham,2,42.9,-71.3,33015.0
Des Moines,IA,polk,112,41.6,-93.7,19153.0
Destin,FL,okaloosa,9,30.4,-86.4,12091.0
Detroit,MI,wayne,32,42.3,-83.1,26163.0
Dodge Center,MN,dodge,34,44.0,-92.9,27039.0
Dodgeville,WI,iowa,38,43.0,-90.1,55049.0
Dover,DE,kent,16,39.2,-75.5,10001.0
Drexel Hill,PA,delaware,10,39.9,-75.3,42045.0
Driftwood,TX,hays,16,30.1,-98.0,48209.0
Dripping Springs,TX,hays,8,30.3,-98.1,48209.0
Dryden,MI,lapeer,3,42.9,-83.1,26087.0
Dublin,OH,franklin,2,40.1,-83.1,39049.0
Dublin,TX,erath,4,32.1,-98.4,48143.0
Dunbarton,NH,merrimack,1,43.2,-71.7,33013.0
Dundalk,MD,baltimore,3,39.3,-76.5,24005.0
Durham,CT,middlesex,1,41.5,-72.7,9007.0
Durham,NC,durham,90,36.0,-78.9,37063.0
East Amherst,NY,erie,8,43.0,-78.7,36029.0
East Greenbush,NY,rensselaer,2,42.6,-73.7,36083.0
East Lansing,MI,ingham,2,42.7,-84.5,26065.0
East Lyme,CT,new london,8,41.3,-72.2,9011.0
East Smithfield,PA,bradford,2,41.9,-76.6,42015.0
Easthampton,MA,hampshire,5,42.3,-72.7,25015.0
Eastland,TX,eastland,2,32.4,-98.7,48133.0
Easton,MA,bristol,1,42.1,-71.1,25005.0
Eastpoint,FL,franklin,60,29.7,-84.9,12037.0
Eau Claire,WI,eau claire,12,44.8,-91.6,55035.0
Eden Prairie,MN,hennepin,1,44.9,-93.5,27053.0
Edgewater,MD,anne arundel,3,38.9,-76.5,24003.0
Edinburg,TX,hidalgo,18,26.3,-98.2,48215.0
Edmond,OK,oklahoma,74,35.6,-97.5,40109.0
Edwardsville,IL,madison,280,38.8,-90.0,17119.0
El Reno,OK,canadian,9,35.5,-98.0,40017.0
El Segundo,CA,los angeles,29,33.9,-118.4,6037.0
El Sobrante,CA,contra costa,3,38.0,-122.3,6013.0
Elizabeth,CO,elbert,2,39.2,-104.6,8039.0
Elizabethton,TN,carter,7,36.3,-82.2,47019.0
Elk Grove Village,IL,cook,2,42.0,-88.0,17031.0
Elkins,WV,randolph,2,38.9,-79.8,54083.0
Ellendale,DE,sussex,1,38.8,-75.4,10005.0
Ellicott City,MD,howard,35,39.3,-76.9,24027.0
Ellijay,GA,gilmer,4,34.7,-84.3,13123.0
Ellsworth,ME,hancock,10,44.5,-68.4,23009.0
Emerson,AR,columbia,1,33.1,-93.2,5027.0
Emeryville,CA,alameda,2,37.8,-122.3,6001.0
Englewood,NJ,bergen,1,40.9,-74.0,34003.0
Enid,OK,garfield,84,36.4,-97.9,40047.0
Enterprise,AL,coffee,10,31.4,-85.8,1031.0
Erie,PA,erie,240,42.2,-80.1,42049.0
Erieville,NY,madison,2,42.9,-75.7,36053.0
Escalante,UT,garfield,2,37.8,-111.4,49017.0
Escalon,CA,san joaquin,2,37.8,-121.0,6077.0
Eureka,MO,st. louis,16,38.5,-90.6,29189.0
Evansville,IN,vanderburgh,108,38.1,-87.5,18163.0
Evington,VA,campbell,1,37.3,-79.2,51031.0
Fair Oaks,IN,jasper,3,41.0,-87.3,18073.0
Fairborn,OH,greene,25,39.8,-84.0,39057.0
Fairbury,IL,livingston,3,40.8,-88.5,17105.0
Fairfax,VA,fairfax,4,38.8,-77.4,51059.0
Fairfax,VA,fairfax city,1,38.8,-77.4,51600.0
Fairfield,CT,fairfield,4,41.2,-73.2,9001.0
Fairfield,IA,jefferson,8,41.0,-92.0,19101.0
Fairfield,NJ,essex,1,40.9,-74.3,34013.0
Fairfield,PA,adams,16,39.8,-77.4,42001.0
Fairhope,AL,baldwin,52,30.6,-87.9,1003.0
Fairlawn,OH,summit,2,41.1,-81.6,39153.0
Fairmont,WV,marion,8,39.5,-80.1,54049.0
Falls Church,VA,fairfax,28,38.9,-77.2,51059.0
Falls Church,VA,falls church city,4,38.9,-77.2,51610.0
Falmouth,MA,barnstable,2,41.6,-70.6,25001.0
Farmington,MO,st. francois,6,37.7,-90.4,29187.0
Farmville,VA,prince edward,8,37.2,-78.4,51147.0
Fayetteville,AR,washington,14,36.1,-94.2,5143.0
Fayetteville,GA,fayette,10,33.4,-84.5,13113.0
Fayetteville,TX,fayette,20,29.9,-96.7,48149.0
Fenton,MO,st. louis,3,38.5,-90.4,29189.0
Fernandina Beach,FL,nassau,18,30.7,-81.4,12089.0
Ferndale,MI,oakland,18,42.5,-83.1,26125.0
Fishers,IN,hamilton,2,40.0,-85.9,18057.0
Flat Rock,MI,wayne,55,42.1,-83.3,26163.0
Flemington,MO,polk,11,37.9,-93.4,29167.0
Fletcher,NC,henderson,4,35.4,-82.5,37089.0
Flint,TX,smith,15,32.2,-95.5,48423.0
Florence,IN,switzerland,4,38.8,-84.9,18155.0
Floresville,TX,wilson,40,29.1,-98.2,48493.0
Flower Mound,TX,denton,93,33.0,-97.1,48121.0
Folly Beach,SC,charleston,14,32.7,-79.9,45019.0
Folsom,CA,sacramento,5,38.7,-121.2,6067.0
Foristell,MO,st. charles,5,38.8,-90.9,29183.0
Forney,TX,kaufman,4,32.7,-96.4,48257.0
Fort Bragg,CA,mendocino,21,39.4,-123.8,6045.0
Fort Collins,CO,larimer,12,40.6,-105.0,8069.0
Fort Edward,NY,washington,6,43.2,-73.6,36115.0
Fort Knox,KY,hardin,2,37.9,-86.0,21093.0
Fort Mill,SC,lancaster,3,35.0,-80.9,45057.0
Fort Mill,SC,york,3,35.0,-80.9,45091.0
Fort Myers,FL,lee,24,26.6,-81.9,12071.0
Fort Myers Beach,FL,lee,6,26.4,-81.9,12071.0
Fort Smith,AR,sebastian,4,35.4,-94.4,5131.0
Fort Valley,GA,peach,1,32.6,-83.7,13225.0
Fort Walton Beach,FL,okaloosa,24,30.4,-86.6,12091.0
Fort Worth,TX,tarrant,3640,32.8,-97.3,48439.0
Fox,AR,stone,2,35.8,-92.3,5137.0
Francestown,NH,hillsborough,2,43.0,-71.8,33011.0
Francitas,TX,jackson,134,28.8,-96.3,48239.0
Frankfort,KY,franklin,6,38.2,-84.8,21073.0
Franklin,KY,simpson,1,36.7,-86.5,21213.0
